"","locus","n_samples"
"1245","Assembly_000000095735_Contig_1_296_CINxNeolamarckia",32
"1246","Assembly_000000095735_Contig_2_323_CINxNeolamarckia",26
"1247","Assembly_000000095791_Contig_1_196_CINxNeolamarckia",22
"1248","Assembly_000000095791_Contig_4_241_CINxNeolamarckia",6
"1249","Assembly_000000095797_Contig_1_726_CINxNeolamarckia",37
"1250","Assembly_000000095797_Contig_3_317_CINxNeolamarckia",30
"1251","Assembly_000000095857_Contig_1_440_CINxNeolamarckia",33
"1252","Assembly_000000095857_Contig_3_213_CINxNeolamarckia",0
"1253","Assembly_000000095887_Contig_3_229_CINxNeolamarckia",37
"1254","Assembly_000000095989_Contig_1_579_CINxNeolamarckia",38
"1255","Assembly_000000095989_Contig_2_421_CINxNeolamarckia",26
"1256","Assembly_000000096021_Contig_3_269_CINxNeolamarckia",38
"1257","Assembly_000000096075_Contig_1_585_CINxNeolamarckia",25
"1258","Assembly_000000096075_Contig_2_361_CINxNeolamarckia",24
"1259","Assembly_000000096075_Contig_3_187_CINxNeolamarckia",29
"1260","Assembly_000000096251_Contig_1_434_CINxNeolamarckia",15
"1261","Assembly_000000096251_Contig_9_190_CINxNeolamarckia",0
"1262","Assembly_000000096367_Contig_2_552_CINxHamelia",38
"1263","Assembly_000000096367_Contig_3_415_CINxHamelia",36
"1264","Assembly_000000096367_Contig_4_135_CINxHamelia",6
"1265","Assembly_000000096445_Contig_1_871_CINxNeolamarckia",33
"1266","Assembly_000000096705_Contig_1_322_CINxNeolamarckia",38
"1267","Assembly_000000096705_Contig_2_181_CINxNeolamarckia",0
"1268","Assembly_000000097159_Contig_1_450_CINxNeolamarckia",39
"1269","Assembly_000000097159_Contig_2_172_CINxNeolamarckia",38
"1270","Assembly_000000097159_Contig_4_131_CINxNeolamarckia",36
"1271","Assembly_000000097297_Contig_1_654_CINxNeolamarckia",37
"1272","Assembly_000000097297_Contig_3_349_CINxNeolamarckia",33
"1273","Assembly_000000097401_Contig_2_190_CINxNeolamarckia",23
"1274","Assembly_000000097401_Contig_4_391_CINxNeolamarckia",3
"1275","Assembly_000000097405_Contig_1_948_CINxNeolamarckia",35
"1276","Assembly_000000097405_Contig_2_137_CINxNeolamarckia",31
"1277","Assembly_000000097433_Contig_2_540_CINxNeolamarckia",0
"1278","Assembly_000000097611_Contig_1_394_CINxNeolamarckia",37
"1279","Assembly_000000097611_Contig_3_176_CINxNeolamarckia",15
"1280","Assembly_000000097617_Contig_1_588_CINxNeolamarckia",38
"1281","Assembly_000000097617_Contig_2_316_CINxNeolamarckia",38
"1282","Assembly_000000097619_Contig_1_962_CINxNeolamarckia",37
"1283","Assembly_000000097619_Contig_2_417_CINxNeolamarckia",3
"1284","Assembly_000000097705_Contig_1_485_CINxNeolamarckia",35
"1285","Assembly_000000097779_Contig_1_641_CINxNeolamarckia",38
"1286","Assembly_000000097779_Contig_2_196_CINxNeolamarckia",17
"1287","Assembly_000000097779_Contig_4_229_CINxNeolamarckia",39
"1288","Assembly_000000097845_Contig_2_586_CINxNeolamarckia",2
"1289","Assembly_000000097919_Contig_1_327_CINxNeolamarckia",34
"1290","Assembly_000000097951_Contig_3_189_CINxNeolamarckia",0
"1291","Assembly_000000098019_Contig_1_598_CINxNeolamarckia",2
"1292","Assembly_000000098019_Contig_2_425_CINxNeolamarckia",37
"1293","Assembly_000000098047_Contig_1_359_CINxNeolamarckia",3
"1294","Assembly_000000098047_Contig_3_279_CINxNeolamarckia",0
"1295","Assembly_000000098047_Contig_6_202_CINxNeolamarckia",25
"1296","Assembly_000000098131_Contig_1_565_CINxNeolamarckia",0
"1297","Assembly_000000098163_Contig_2_142_CINxNeolamarckia",0
"1298","Assembly_000000098163_Contig_3_205_CINxNeolamarckia",3
"1299","Assembly_000000098163_Contig_4_290_CINxNeolamarckia",35
"1300","Assembly_000000098163_Contig_6_168_CINxNeolamarckia",0
"1301","Assembly_000000098163_Contig_7_154_CINxNeolamarckia",6
"1302","Assembly_000000098279_Contig_1_558_CINxNeolamarckia",0
"1303","Assembly_000000098279_Contig_2_274_CINxNeolamarckia",0
"1304","Assembly_000000098355_Contig_1_299_CINxNeolamarckia",0
"1305","Assembly_000000098355_Contig_5_284_CINxNeolamarckia",12
"1306","Assembly_000000098355_Contig_7_155_CINxNeolamarckia",0
"1307","Assembly_000000098515_Contig_2_622_CINxNeolamarckia",37
"1308","Assembly_000000098707_Contig_1_585_CINxNeolamarckia",39
"1309","Assembly_000000098769_Contig_1_606_CINxNeolamarckia",37
"1310","Assembly_000000098777_Contig_1_640_CINxHamelia",36
"1311","Assembly_000000098777_Contig_3_262_CINxHamelia",38
"1312","Assembly_000000098813_Contig_1_1015_CINxNeolamarckia",33
"1313","Assembly_000000098897_Contig_1_479_CINxNeolamarckia",3
"1314","Assembly_000000098897_Contig_4_201_CINxNeolamarckia",1
"1315","Assembly_000000099039_Contig_1_251_CINxNeolamarckia",0
"1316","Assembly_000000099039_Contig_6_164_CINxNeolamarckia",0
"1317","Assembly_000000099309_Contig_1_495_CINxNeolamarckia",36
"1318","Assembly_000000099309_Contig_3_229_CINxNeolamarckia",38
"1319","Assembly_000000099421_Contig_1_336_CINxNeolamarckia",34
"1320","Assembly_000000099477_Contig_2_318_CINxNeolamarckia",39
"1321","Assembly_000000099477_Contig_3_278_CINxNeolamarckia",29
"1322","Assembly_000000099477_Contig_4_178_CINxNeolamarckia",27
"1323","Assembly_000000099579_Contig_3_202_CINxNeolamarckia",20
"1324","Assembly_000000099593_Contig_1_595_CINxNeolamarckia",35
"1325","Assembly_000000099593_Contig_2_180_CINxNeolamarckia",37
"1326","Assembly_000000099593_Contig_4_298_CINxNeolamarckia",38
"1327","Assembly_000000099593_Contig_5_194_CINxNeolamarckia",0
"1328","Assembly_000000099607_Contig_1_332_CINxNeolamarckia",36
"1329","Assembly_000000099607_Contig_2_252_CINxNeolamarckia",23
"1330","Assembly_000000099683_Contig_1_365_CINxNeolamarckia",29
"1331","Assembly_000000099861_Contig_2_485_CINxNeolamarckia",35
"1332","Assembly_000000099865_Contig_2_641_CINxNeolamarckia",38
"1333","Assembly_000000099865_Contig_3_561_CINxNeolamarckia",38
"1334","Assembly_000000099899_Contig_2_287_CINxNeolamarckia",28
"1335","Assembly_000000099901_Contig_4_384_CINxNeolamarckia",38
"1336","Assembly_000000099917_Contig_2_218_CINxNeolamarckia",38
"1337","Assembly_000000099937_Contig_1_506_CINxNeolamarckia",23
"1338","Assembly_000000100017_Contig_1_430_CINxNeolamarckia",35
"1339","Assembly_000000100017_Contig_2_276_CINxNeolamarckia",20
"1340","Assembly_000000100043_Contig_1_151_CINxNeolamarckia",25
"1341","Assembly_000000100043_Contig_2_203_CINxNeolamarckia",24
"1342","Assembly_000000100103_Contig_8_158_CINxNeolamarckia",15
"1343","Assembly_000000100191_Contig_1_508_CINxNeolamarckia",32
"1344","Assembly_000000100191_Contig_2_258_CINxNeolamarckia",37
"1345","Assembly_000000100191_Contig_4_151_CINxNeolamarckia",37
"1346","Assembly_000000100195_Contig_1_744_CINxNeolamarckia",39
"1347","Assembly_000000100195_Contig_4_185_CINxNeolamarckia",0
"1348","Assembly_000000100233_Contig_1_577_CINxNeolamarckia",38
"1349","Assembly_000000100233_Contig_3_259_CINxNeolamarckia",36
"1350","Assembly_000000100277_Contig_2_193_CINxNeolamarckia",29
"1351","Assembly_000000100277_Contig_4_152_CINxNeolamarckia",0
"1352","Assembly_000000100301_Contig_1_495_CINxNeolamarckia",23
"1353","Assembly_000000100393_Contig_1_401_CINxNeolamarckia",0
"1354","Assembly_000000100393_Contig_3_148_CINxNeolamarckia",37
"1355","Assembly_000000100433_Contig_4_177_CINxHamelia",3
"1356","Assembly_000000100435_Contig_1_533_CINxNeolamarckia",31
"1357","Assembly_000000100435_Contig_2_467_CINxNeolamarckia",30
"1358","Assembly_000000100447_Contig_1_276_CINxNeolamarckia",0
"1359","Assembly_000000100473_Contig_1_485_CINxNeolamarckia",0
"1360","Assembly_000000100473_Contig_3_175_CINxNeolamarckia",0
"1361","Assembly_000000100613_Contig_4_262_CINxHamelia",0
"1362","Assembly_000000100613_Contig_5_172_CINxHamelia",3
"1363","Assembly_000000100665_Contig_1_412_CINxNeolamarckia",38
"1364","Assembly_000000100699_Contig_2_208_CINxNeolamarckia",0
"1365","Assembly_000000100699_Contig_3_402_CINxNeolamarckia",37
"1366","Assembly_000000100741_Contig_2_482_CINxNeolamarckia",23
"1367","Assembly_000000100741_Contig_7_143_CINxNeolamarckia",0
"1368","Assembly_000000100891_Contig_1_1030_CINxNeolamarckia",32
"1369","Assembly_000000100891_Contig_2_587_CINxNeolamarckia",28
"1370","Assembly_000000101001_Contig_2_312_CINxHamelia",35
"1371","Assembly_000000101005_Contig_1_233_CINxNeolamarckia",39
"1372","Assembly_000000101019_Contig_1_543_CINxNeolamarckia",39
"1373","Assembly_000000101019_Contig_2_299_CINxNeolamarckia",35
"1374","Assembly_000000101053_Contig_1_385_CINxNeolamarckia",0
"1375","Assembly_000000101075_Contig_1_276_CINxNeolamarckia",38
"1376","Assembly_000000101075_Contig_2_132_CINxNeolamarckia",0
"1377","Assembly_000000101171_Contig_2_266_CINxNeolamarckia",3
"1378","Assembly_000000101171_Contig_3_463_CINxNeolamarckia",34
"1379","Assembly_000000101249_Contig_5_203_CINxNeolamarckia",0
"1380","Assembly_000000101271_Contig_1_235_CINxNeolamarckia",10
"1381","Assembly_000000101393_Contig_1_681_CINxNeolamarckia",28
"1382","Assembly_000000101439_Contig_2_257_CINxNeolamarckia",0
"1383","Assembly_000000101439_Contig_4_459_CINxNeolamarckia",0
"1384","Assembly_000000101469_Contig_1_226_CINxNeolamarckia",20
"1385","Assembly_000000101469_Contig_4_143_CINxNeolamarckia",36
"1386","Assembly_000000101567_Contig_1_537_CINxNeolamarckia",5
"1387","Assembly_000000101637_Contig_4_195_CINxHamelia",36
"1388","Assembly_000000101869_Contig_1_564_CINxNeolamarckia",36
"1389","Assembly_000000101883_Contig_1_468_CINxNeolamarckia",31
"1390","Assembly_000000102115_Contig_3_200_CINxNeolamarckia",31
"1391","Assembly_000000102135_Contig_2_478_CINxNeolamarckia",37
"1392","Assembly_000000102199_Contig_1_325_CINxNeolamarckia",5
"1393","Assembly_000000102199_Contig_3_292_CINxNeolamarckia",25
"1394","Assembly_000000102199_Contig_6_191_CINxNeolamarckia",32
"1395","Assembly_000000102199_Contig_7_263_CINxNeolamarckia",0
"1396","Assembly_000000102283_Contig_1_378_CINxNeolamarckia",37
"1397","Assembly_000000102283_Contig_2_266_CINxNeolamarckia",35
"1398","Assembly_000000102357_Contig_3_190_CINxNeolamarckia",0
"1399","Assembly_000000102401_Contig_1_611_CINxNeolamarckia",33
"1400","Assembly_000000102401_Contig_2_293_CINxNeolamarckia",8
"1401","Assembly_000000102401_Contig_4_145_CINxNeolamarckia",0
"1402","Assembly_000000102463_Contig_1_496_CINxNeolamarckia",29
"1403","Assembly_000000102463_Contig_5_186_CINxNeolamarckia",14
"1404","Assembly_000000102471_Contig_2_348_CINxNeolamarckia",36
"1405","Assembly_000000102471_Contig_4_360_CINxNeolamarckia",0
"1406","Assembly_000000102471_Contig_6_247_CINxNeolamarckia",35
"1407","Assembly_000000102527_Contig_2_377_CINxNeolamarckia",0
"1408","Assembly_000000102627_Contig_1_628_CINxNeolamarckia",38
"1409","Assembly_000000102629_Contig_1_464_CINxNeolamarckia",36
"1410","Assembly_000000102629_Contig_5_199_CINxNeolamarckia",22
"1411","Assembly_000000102669_Contig_1_287_CINxNeolamarckia",39
"1412","Assembly_000000102669_Contig_5_146_CINxNeolamarckia",28
"1413","Assembly_000000102771_Contig_2_383_CINxNeolamarckia",37
"1414","Assembly_000000102855_Contig_5_131_CINxHamelia",1
"1415","Assembly_000000102871_Contig_3_326_CINxNeolamarckia",34
"1416","Assembly_000000102879_Contig_2_218_CINxHamelia",35
"1417","Assembly_000000102883_Contig_5_149_CINxNeolamarckia",0
"1418","Assembly_000000102891_Contig_1_221_CINxNeolamarckia",3
"1419","Assembly_000000102891_Contig_5_163_CINxNeolamarckia",33
"1420","Assembly_000000102895_Contig_2_249_CINxNeolamarckia",34
"1421","Assembly_000000102895_Contig_3_223_CINxNeolamarckia",37
"1422","Assembly_000000102987_Contig_1_225_CINxNeolamarckia",16
"1423","Assembly_000000103019_Contig_1_970_CINxNeolamarckia",39
"1424","Assembly_000000103019_Contig_2_421_CINxNeolamarckia",35
"1425","Assembly_000000103069_Contig_1_344_CINxNeolamarckia",1
"1426","Assembly_000000103069_Contig_2_837_CINxNeolamarckia",33
"1427","Assembly_000000103077_Contig_2_246_CINxNeolamarckia",34
"1428","Assembly_000000103201_Contig_4_433_CINxNeolamarckia",36
"1429","Assembly_000000103251_Contig_1_273_CINxNeolamarckia",33
"1430","Assembly_000000103251_Contig_2_338_CINxNeolamarckia",36
"1431","Assembly_000000103251_Contig_5_191_CINxNeolamarckia",29
"1432","Assembly_000000103255_Contig_2_195_CINxNeolamarckia",15
"1433","Assembly_000000103285_Contig_10_235_CINxNeolamarckia",15
"1434","Assembly_000000103285_Contig_12_188_CINxNeolamarckia",0
"1435","Assembly_000000103295_Contig_2_266_CINxNeolamarckia",21
"1436","Assembly_000000103295_Contig_4_226_CINxNeolamarckia",7
"1437","Assembly_000000103295_Contig_5_185_CINxNeolamarckia",24
"1438","Assembly_000000103383_Contig_1_469_CINxNeolamarckia",29
"1439","Assembly_000000103383_Contig_2_544_CINxNeolamarckia",26
"1440","Assembly_000000103383_Contig_8_338_CINxNeolamarckia",39
"1441","Assembly_000000103415_Contig_1_730_CINxNeolamarckia",39
"1442","Assembly_000000103415_Contig_2_331_CINxNeolamarckia",33
"1443","Assembly_000000103469_Contig_2_378_CINxNeolamarckia",7
"1444","Assembly_000000103509_Contig_5_208_CINxNeolamarckia",37
"1445","Assembly_000000103611_Contig_3_415_CINxNeolamarckia",0
"1446","Assembly_000000103611_Contig_5_165_CINxNeolamarckia",0
"1447","Assembly_000000103649_Contig_3_174_CINxNeolamarckia",31
"1448","Assembly_000000103649_Contig_5_209_CINxNeolamarckia",31
"1449","Assembly_000000103649_Contig_7_250_CINxNeolamarckia",37
"1450","Assembly_000000103691_Contig_6_160_CINxNeolamarckia",21
"1451","Assembly_000000103693_Contig_2_148_CINxNeolamarckia",31
"1452","Assembly_000000103733_Contig_1_510_CINxNeolamarckia",0
"1453","Assembly_000000103733_Contig_2_212_CINxNeolamarckia",38
"1454","Assembly_000000103745_Contig_1_277_CINxNeolamarckia",0
"1455","Assembly_000000103745_Contig_2_279_CINxNeolamarckia",21
"1456","Assembly_000000103789_Contig_2_460_CINxNeolamarckia",35
"1457","Assembly_000000103789_Contig_3_173_CINxNeolamarckia",11
"1458","Assembly_000000103789_Contig_4_170_CINxNeolamarckia",1
"1459","Assembly_000000103793_Contig_1_550_CINxNeolamarckia",38
"1460","Assembly_000000103793_Contig_3_238_CINxNeolamarckia",2
"1461","Assembly_000000103805_Contig_1_267_CINxNeolamarckia",27
"1462","Assembly_000000103853_Contig_3_206_CINxNeolamarckia",37
"1463","Assembly_000000103853_Contig_8_126_CINxNeolamarckia",0
"1464","Assembly_000000103893_Contig_2_238_CINxNeolamarckia",29
"1465","Assembly_000000103999_Contig_13_181_CINxNeolamarckia",0
"1466","Assembly_000000103999_Contig_4_422_CINxNeolamarckia",37
"1467","Assembly_000000103999_Contig_7_235_CINxNeolamarckia",32
"1468","Assembly_000000104023_Contig_1_527_CINxNeolamarckia",36
"1469","Assembly_000000104023_Contig_2_269_CINxNeolamarckia",38
"1470","Assembly_000000104143_Contig_1_960_CINxNeolamarckia",38
"1471","Assembly_000000104143_Contig_2_512_CINxNeolamarckia",38
"1472","Assembly_000000104157_Contig_1_487_CINxNeolamarckia",39
"1473","Assembly_000000104183_Contig_1_697_CINxNeolamarckia",2
"1474","Assembly_000000104183_Contig_10_148_CINxNeolamarckia",31
"1475","Assembly_000000104183_Contig_13_477_CINxNeolamarckia",37
"1476","Assembly_000000104183_Contig_14_174_CINxNeolamarckia",32
"1477","Assembly_000000104183_Contig_2_654_CINxNeolamarckia",2
"1478","Assembly_000000104183_Contig_3_248_CINxNeolamarckia",15
"1479","Assembly_000000104183_Contig_4_494_CINxNeolamarckia",18
"1480","Assembly_000000104231_Contig_1_487_CINxNeolamarckia",39
"1481","Assembly_000000104231_Contig_5_203_CINxNeolamarckia",27
"1482","Assembly_000000104287_Contig_1_608_CINxNeolamarckia",32
"1483","Assembly_000000104357_Contig_2_132_CINxNeolamarckia",1
"1484","Assembly_000000104417_Contig_4_197_CINxNeolamarckia",7
"1485","Assembly_000000104419_Contig_1_305_CINxNeolamarckia",33
"1486","Assembly_000000104641_Contig_1_361_RUBxPipecacuanha",39
"1487","Assembly_000000104667_Contig_1_424_CINxNeolamarckia",36
"1488","Assembly_000000104747_Contig_2_227_CINxNeolamarckia",0
"1489","Assembly_000000104907_Contig_2_471_CINxNeolamarckia",28
"1490","Assembly_000000104907_Contig_3_472_CINxNeolamarckia",0
"1491","Assembly_000000104907_Contig_4_423_CINxNeolamarckia",2
"1492","Assembly_000000104907_Contig_6_269_CINxNeolamarckia",35
"1493","Assembly_000000104907_Contig_7_252_CINxNeolamarckia",27
"1494","Assembly_000000104913_Contig_1_608_CINxNeolamarckia",39
"1495","Assembly_000000104913_Contig_3_284_CINxNeolamarckia",0
"1496","Assembly_000000104973_Contig_1_499_CINxNeolamarckia",37
"1497","Assembly_000000104973_Contig_10_165_CINxNeolamarckia",36
"1498","Assembly_000000104973_Contig_2_366_CINxNeolamarckia",0
"1499","Assembly_000000104973_Contig_6_255_CINxNeolamarckia",0
"1500","Assembly_000000105133_Contig_2_257_CINxNeolamarckia",36
"1501","Assembly_000000105139_Contig_1_468_CINxNeolamarckia",34
"1502","Assembly_000000105139_Contig_2_264_CINxNeolamarckia",1
"1503","Assembly_000000105217_Contig_1_263_CINxNeolamarckia",38
"1504","Assembly_000000105217_Contig_3_281_CINxNeolamarckia",31
"1505","Assembly_000000105225_Contig_2_602_CINxNeolamarckia",37
"1506","Assembly_000000105225_Contig_3_566_CINxNeolamarckia",21
"1507","Assembly_000000105225_Contig_4_551_CINxNeolamarckia",38
"1508","Assembly_000000105225_Contig_6_237_CINxNeolamarckia",38
"1509","Assembly_000000105225_Contig_7_264_CINxNeolamarckia",0
"1510","Assembly_000000105227_Contig_1_217_CINxNeolamarckia",15
"1511","Assembly_000000105227_Contig_2_179_CINxNeolamarckia",0
"1512","Assembly_000000105257_Contig_1_641_CINxNeolamarckia",29
"1513","Assembly_000000105303_Contig_1_467_CINxNeolamarckia",32
"1514","Assembly_000000105303_Contig_3_236_CINxNeolamarckia",23
"1515","Assembly_000000105353_Contig_1_521_CINxNeolamarckia",39
"1516","Assembly_000000105543_Contig_1_460_CINxNeolamarckia",16
"1517","Assembly_000000105551_Contig_1_227_CINxNeolamarckia",32
"1518","Assembly_000000105551_Contig_2_490_CINxNeolamarckia",30
"1519","Assembly_000000105581_Contig_1_489_CINxNeolamarckia",0
"1520","Assembly_000000105581_Contig_2_221_CINxNeolamarckia",38
"1521","Assembly_000000105773_Contig_1_511_CINxNeolamarckia",39
"1522","Assembly_000000105773_Contig_2_325_CINxNeolamarckia",38
"1523","Assembly_000000105813_Contig_3_184_CINxNeolamarckia",12
"1524","Assembly_000000105849_Contig_1_517_CINxNeolamarckia",9
"1525","Assembly_000000105849_Contig_2_262_CINxNeolamarckia",36
"1526","Assembly_000000105851_Contig_1_867_CINxNeolamarckia",37
"1527","Assembly_000000105865_Contig_1_290_CINxNeolamarckia",37
"1528","Assembly_000000105865_Contig_2_562_CINxNeolamarckia",33
"1529","Assembly_000000105943_Contig_1_815_CINxNeolamarckia",38
"1530","Assembly_000000105961_Contig_3_316_CINxNeolamarckia",0
"1531","Assembly_000000106071_Contig_1_323_CINxNeolamarckia",2
"1532","Assembly_000000106071_Contig_2_166_CINxNeolamarckia",35
"1533","Assembly_000000106237_Contig_1_394_CINxNeolamarckia",18
"1534","Assembly_000000106253_Contig_1_439_CINxNeolamarckia",6
"1535","Assembly_000000106253_Contig_2_522_CINxNeolamarckia",19
"1536","Assembly_000000106253_Contig_5_458_CINxNeolamarckia",31
"1537","Assembly_000000106267_Contig_1_434_CINxNeolamarckia",37
"1538","Assembly_000000106267_Contig_2_146_CINxNeolamarckia",19
"1539","Assembly_000000106341_Contig_2_203_CINxNeolamarckia",0
"1540","Assembly_000000106341_Contig_6_136_CINxNeolamarckia",3
"1541","Assembly_000000106361_Contig_1_4841_CINxNeolamarckia",43
"1542","Assembly_000000106377_Contig_1_437_CINxNeolamarckia",36
"1543","Assembly_000000106377_Contig_2_197_CINxNeolamarckia",15
"1544","Assembly_000000106501_Contig_1_562_CINxNeolamarckia",38
"1545","Assembly_000000106501_Contig_2_548_CINxNeolamarckia",24
"1546","Assembly_000000106519_Contig_1_324_CINxNeolamarckia",0
"1547","Assembly_000000106519_Contig_2_210_CINxNeolamarckia",0
"1548","Assembly_000000106519_Contig_7_184_CINxNeolamarckia",0
"1549","Assembly_000000106567_Contig_1_236_CINxNeolamarckia",39
"1550","Assembly_000000106567_Contig_2_218_CINxNeolamarckia",0
"1551","Assembly_000000106591_Contig_1_343_CINxNeolamarckia",35
"1552","Assembly_000000106591_Contig_3_377_CINxNeolamarckia",29
"1553","Assembly_000000106591_Contig_4_237_CINxNeolamarckia",0
"1554","Assembly_000000106591_Contig_7_140_CINxNeolamarckia",1
"1555","Assembly_000000106595_Contig_2_534_CINxNeolamarckia",35
"1556","Assembly_000000106623_Contig_1_541_RUBxPipecacuanha",38
"1557","Assembly_000000106623_Contig_2_146_RUBxPipecacuanha",14
"1558","Assembly_000000106705_Contig_1_336_CINxNeolamarckia",39
"1559","Assembly_000000106705_Contig_2_191_CINxNeolamarckia",35
"1560","Assembly_000000106735_Contig_3_379_CINxNeolamarckia",37
"1561","Assembly_000000106735_Contig_5_417_CINxNeolamarckia",37
"1562","Assembly_000000106779_Contig_1_838_CINxNeolamarckia",37
"1563","Assembly_000000106779_Contig_2_580_CINxNeolamarckia",37
"1564","Assembly_000000106815_Contig_1_897_CINxNeolamarckia",40
"1565","Assembly_000000106919_Contig_4_180_CINxNeolamarckia",9
"1566","Assembly_000000106963_Contig_3_173_CINxNeolamarckia",26
"1567","Assembly_000000106963_Contig_9_398_CINxNeolamarckia",29
"1568","Assembly_000000106997_Contig_1_277_CINxNeolamarckia",13
"1569","Assembly_000000107129_Contig_1_660_RUBxPipecacuanha",37
"1570","Assembly_000000107129_Contig_3_135_RUBxPipecacuanha",14
"1571","Assembly_000000107157_Contig_1_649_CINxNeolamarckia",33
"1572","Assembly_000000107157_Contig_3_564_CINxNeolamarckia",38
"1573","Assembly_000000107179_Contig_1_411_CINxNeolamarckia",37
"1574","Assembly_000000107179_Contig_3_298_CINxNeolamarckia",37
"1575","Assembly_000000107211_Contig_2_241_CINxNeolamarckia",11
"1576","Assembly_000000107393_Contig_3_339_CINxNeolamarckia",0
"1577","Assembly_000000107447_Contig_2_492_CINxNeolamarckia",37
"1578","Assembly_000000107455_Contig_2_370_CINxNeolamarckia",38
"1579","Assembly_000000107455_Contig_3_201_CINxNeolamarckia",33
"1580","Assembly_000000107479_Contig_3_173_CINxNeolamarckia",0
"1581","Assembly_000000107545_Contig_5_206_CINxHamelia",0
"1582","Assembly_000000107545_Contig_6_177_CINxHamelia",0
"1583","Assembly_000000107551_Contig_7_162_CINxNeolamarckia",36
"1584","Assembly_000000107577_Contig_2_384_CINxNeolamarckia",1
"1585","Assembly_000000107611_Contig_1_309_CINxCinchona",37
"1586","Assembly_000000107621_Contig_2_634_CINxNeolamarckia",38
"1587","Assembly_000000107621_Contig_4_324_CINxNeolamarckia",28
"1588","Assembly_000000107621_Contig_5_281_CINxNeolamarckia",31
"1589","Assembly_000000107637_Contig_1_368_CINxNeolamarckia",38
"1590","Assembly_000000107637_Contig_2_356_CINxNeolamarckia",38
"1591","Assembly_000000107637_Contig_3_949_CINxNeolamarckia",37
"1592","Assembly_000000107637_Contig_8_261_CINxNeolamarckia",38
"1593","Assembly_000000107679_Contig_2_209_CINxNeolamarckia",38
"1594","Assembly_000000107683_Contig_6_165_CINxNeolamarckia",38
"1595","Assembly_000000107839_Contig_1_932_CINxNeolamarckia",37
"1596","Assembly_000000107839_Contig_2_305_CINxNeolamarckia",37
"1597","Assembly_000000107839_Contig_3_229_CINxNeolamarckia",0
"1598","Assembly_000000107865_Contig_3_324_CINxHamelia",10
"1599","Assembly_000000107909_Contig_1_363_CINxNeolamarckia",39
"1600","Assembly_000000108019_Contig_5_559_CINxNeolamarckia",38
"1601","Assembly_000000108091_Contig_1_327_CINxNeolamarckia",34
"1602","Assembly_000000108091_Contig_13_167_CINxNeolamarckia",37
"1603","Assembly_000000108113_Contig_1_239_CINxNeolamarckia",38
"1604","Assembly_000000108113_Contig_2_198_CINxNeolamarckia",36
"1605","Assembly_000000108173_Contig_1_202_CINxNeolamarckia",0
"1606","Assembly_000000108193_Contig_10_223_CINxNeolamarckia",0
"1607","Assembly_000000108193_Contig_17_151_CINxNeolamarckia",0
"1608","Assembly_000000108235_Contig_10_126_CINxNeolamarckia",0
"1609","Assembly_000000108235_Contig_2_259_CINxNeolamarckia",35
"1610","Assembly_000000108235_Contig_5_183_CINxNeolamarckia",25
"1611","Assembly_000000108653_Contig_4_220_CINxHamelia",2
"1612","Assembly_000000108675_Contig_1_572_CINxHamelia",38
"1613","Assembly_000000108699_Contig_1_521_CINxHamelia",35
"1614","Assembly_000000108789_Contig_1_554_RUBxPipecacuanha",39
"1615","Assembly_000000108847_Contig_1_504_CINxNeolamarckia",36
"1616","Assembly_000000108847_Contig_3_138_CINxNeolamarckia",34
"1617","Assembly_000000108847_Contig_4_157_CINxNeolamarckia",35
"1618","Assembly_000000109147_Contig_2_203_CINxNeolamarckia",21
"1619","Assembly_000000109155_Contig_1_228_CINxCinchona",36
"1620","Assembly_000000109155_Contig_2_323_CINxCinchona",38
"1621","Assembly_000000109155_Contig_3_210_CINxCinchona",36
"1622","Assembly_000000109215_Contig_4_176_CINxHamelia",36
"1623","Assembly_000000109327_Contig_2_232_RUBxPipecacuanha",38
"1624","Assembly_000000109509_Contig_1_536_RUBxPipecacuanha",36
"1625","Assembly_000000109509_Contig_2_212_RUBxPipecacuanha",25
"1626","Assembly_000000109571_Contig_1_402_CINxCinchona",5
"1627","Assembly_000000109571_Contig_3_230_CINxCinchona",4
"1628","Assembly_000000109609_Contig_2_241_RUBxPipecacuanha",1
"1629","Assembly_000000109615_Contig_1_429_CINxHamelia",0
"1630","Assembly_000000109775_Contig_1_701_CINxNeolamarckia",36
"1631","Assembly_000000109775_Contig_2_375_CINxNeolamarckia",36
"1632","Assembly_000000109925_Contig_1_248_RUBxPipecacuanha",31
"1633","Assembly_000000109959_Contig_1_380_CINxNeolamarckia",0
"1634","Assembly_000000109959_Contig_2_366_CINxNeolamarckia",37
"1635","Assembly_000000110189_Contig_1_447_CINxHamelia",37
"1636","Assembly_000000110261_Contig_2_223_CINxNeolamarckia",6
"1637","Assembly_000000110367_Contig_1_569_RUBxPipecacuanha",29
"1638","Assembly_000000110367_Contig_2_194_RUBxPipecacuanha",25
"1639","Assembly_000000110385_Contig_1_512_RUBxPipecacuanha",35
"1640","Assembly_000000110385_Contig_2_344_RUBxPipecacuanha",4
"1641","Assembly_000000110561_Contig_1_174_RUBxPipecacuanha",29
"1642","Assembly_000000110595_Contig_1_444_CINxHamelia",38
"1643","Assembly_000000110595_Contig_2_230_CINxHamelia",6
"1644","Assembly_000000110627_Contig_2_285_RUBxPipecacuanha",35
"1645","Assembly_000000110629_Contig_1_498_RUBxPipecacuanha",29
