"","locus","n_samples"
"411","Assembly_000000029981_Contig_2_277_CINxNeolamarckia",4
"412","Assembly_000000029981_Contig_3_160_CINxNeolamarckia",35
"413","Assembly_000000030035_Contig_2_251_RUBxPipecacuanha",30
"414","Assembly_000000030035_Contig_8_178_RUBxPipecacuanha",28
"415","Assembly_000000030053_Contig_2_310_CINxNeolamarckia",20
"416","Assembly_000000030121_Contig_1_461_CINxNeolamarckia",27
"417","Assembly_000000030179_Contig_1_413_RUBxPipecacuanha",37
"418","Assembly_000000030179_Contig_6_145_RUBxPipecacuanha",4
"419","Assembly_000000030179_Contig_7_132_RUBxPipecacuanha",22
"420","Assembly_000000030215_Contig_1_506_RUBxPipecacuanha",37
"421","Assembly_000000030215_Contig_11_184_RUBxPipecacuanha",34
"422","Assembly_000000030215_Contig_2_726_RUBxPipecacuanha",38
"423","Assembly_000000030215_Contig_7_263_RUBxPipecacuanha",39
"424","Assembly_000000030227_Contig_1_451_RUBxPipecacuanha",28
"425","Assembly_000000030361_Contig_2_175_CINxCinchona",0
"426","Assembly_000000030409_Contig_2_671_RUBxPmarginata",38
"427","Assembly_000000030409_Contig_3_187_RUBxPmarginata",22
"428","Assembly_000000030433_Contig_4_179_CINxNeolamarckia",35
"429","Assembly_000000030433_Contig_5_139_CINxNeolamarckia",8
"430","Assembly_000000030433_Contig_6_181_CINxNeolamarckia",0
"431","Assembly_000000030433_Contig_7_139_CINxNeolamarckia",34
"432","Assembly_000000030515_Contig_1_312_CINxNeolamarckia",0
"433","Assembly_000000030515_Contig_2_414_CINxNeolamarckia",36
"434","Assembly_000000030515_Contig_3_326_CINxNeolamarckia",26
"435","Assembly_000000030515_Contig_4_234_CINxNeolamarckia",6
"436","Assembly_000000030565_Contig_1_446_CINxHamelia",39
"437","Assembly_000000030617_Contig_1_1205_RUBxPipecacuanha",39
"438","Assembly_000000030647_Contig_4_138_CINxHamelia",0
"439","Assembly_000000030659_Contig_1_244_CINxHamelia",0
"440","Assembly_000000030671_Contig_1_191_CINxHamelia",34
"441","Assembly_000000030671_Contig_2_120_CINxHamelia",11
"442","Assembly_000000030671_Contig_6_154_CINxHamelia",22
"443","Assembly_000000030711_Contig_1_137_RUBxPipecacuanha",36
"444","Assembly_000000030711_Contig_2_208_RUBxPipecacuanha",34
"445","Assembly_000000030817_Contig_3_650_RUBxPipecacuanha",38
"446","Assembly_000000030831_Contig_2_432_CINxNeolamarckia",0
"447","Assembly_000000030831_Contig_7_162_CINxNeolamarckia",25
"448","Assembly_000000030833_Contig_1_616_RUBxPipecacuanha",36
"449","Assembly_000000030833_Contig_3_197_RUBxPipecacuanha",37
"450","Assembly_000000030873_Contig_1_609_RUBxPipecacuanha",37
"451","Assembly_000000030885_Contig_1_611_RUBxPmarginata",39
"452","Assembly_000000030909_Contig_1_512_RUBxPipecacuanha",32
"453","Assembly_000000030909_Contig_3_212_RUBxPipecacuanha",38
"454","Assembly_000000030913_Contig_3_364_RUBxPipecacuanha",37
"455","Assembly_000000030913_Contig_5_250_RUBxPipecacuanha",1
"456","Assembly_000000030931_Contig_1_674_CINxNeolamarckia",39
"457","Assembly_000000030931_Contig_2_158_CINxNeolamarckia",25
"458","Assembly_000000030965_Contig_1_504_RUBxPipecacuanha",39
"459","Assembly_000000030965_Contig_2_290_RUBxPipecacuanha",37
"460","Assembly_000000030965_Contig_6_243_RUBxPipecacuanha",38
"461","Assembly_000000030965_Contig_9_145_RUBxPipecacuanha",34
"462","Assembly_000000030967_Contig_1_286_CINxNeolamarckia",0
"463","Assembly_000000030975_Contig_1_297_CINxNeolamarckia",0
"464","Assembly_000000030981_Contig_1_326_CINxNeolamarckia",15
"465","Assembly_000000030981_Contig_2_317_CINxNeolamarckia",37
"466","Assembly_000000030981_Contig_4_191_CINxNeolamarckia",4
"467","Assembly_000000031073_Contig_4_221_RUBxPipecacuanha",29
"468","Assembly_000000031105_Contig_1_384_RUBxPmarginata",37
"469","Assembly_000000031105_Contig_2_273_RUBxPmarginata",7
"470","Assembly_000000031119_Contig_1_537_RUBxPmarginata",39
"471","Assembly_000000031119_Contig_2_163_RUBxPmarginata",29
"472","Assembly_000000031177_Contig_1_307_RUBxPmarginata",28
"473","Assembly_000000031243_Contig_1_256_CINxNeolamarckia",32
"474","Assembly_000000031243_Contig_3_173_CINxNeolamarckia",32
"475","Assembly_000000031243_Contig_5_184_CINxNeolamarckia",37
"476","Assembly_000000031349_Contig_1_889_RUBxPipecacuanha",37
"477","Assembly_000000031369_Contig_1_308_RUBxPipecacuanha",33
"478","Assembly_000000031369_Contig_3_325_RUBxPipecacuanha",37
"479","Assembly_000000031371_Contig_2_158_RUBxPmarginata",33
"480","Assembly_000000031375_Contig_6_253_RUBxPmarginata",1
"481","Assembly_000000031415_Contig_1_510_CINxNeolamarckia",36
"482","Assembly_000000031417_Contig_1_471_RUBxPipecacuanha",38
"483","Assembly_000000031507_Contig_1_357_RUBxPipecacuanha",38
"484","Assembly_000000031507_Contig_3_203_RUBxPipecacuanha",35
"485","Assembly_000000031513_Contig_1_532_RUBxPipecacuanha",36
"486","Assembly_000000031513_Contig_2_457_RUBxPipecacuanha",35
"487","Assembly_000000031519_Contig_1_270_CINxNeolamarckia",3
"488","Assembly_000000031519_Contig_2_355_CINxNeolamarckia",16
"489","Assembly_000000031527_Contig_1_479_CINxHamelia",26
"490","Assembly_000000031537_Contig_1_326_RUBxPipecacuanha",37
"491","Assembly_000000031565_Contig_2_754_RUBxPipecacuanha",38
"492","Assembly_000000031565_Contig_3_147_RUBxPipecacuanha",38
"493","Assembly_000000031569_Contig_1_367_CINxNeolamarckia",9
"494","Assembly_000000031573_Contig_1_622_RUBxPmarginata",39
"495","Assembly_000000031573_Contig_2_538_RUBxPmarginata",39
"496","Assembly_000000031573_Contig_3_424_RUBxPmarginata",39
"497","Assembly_000000031573_Contig_5_418_RUBxPmarginata",37
"498","Assembly_000000031573_Contig_6_184_RUBxPmarginata",35
"499","Assembly_000000031633_Contig_2_194_RUBxPipecacuanha",30
"500","Assembly_000000031633_Contig_4_172_RUBxPipecacuanha",34
"501","Assembly_000000031639_Contig_1_162_RUBxPipecacuanha",37
"502","Assembly_000000031639_Contig_2_211_RUBxPipecacuanha",27
"503","Assembly_000000031639_Contig_3_160_RUBxPipecacuanha",35
"504","Assembly_000000031675_Contig_1_341_RUBxPmarginata",37
"505","Assembly_000000031675_Contig_4_231_RUBxPipecacuanha",37
"506","Assembly_000000031685_Contig_1_267_RUBxPmarginata",37
"507","Assembly_000000031685_Contig_2_257_RUBxPmarginata",36
"508","Assembly_000000031719_Contig_2_524_RUBxPipecacuanha",36
"509","Assembly_000000031719_Contig_3_235_RUBxPipecacuanha",37
"510","Assembly_000000031803_Contig_2_169_CINxHamelia",13
"511","Assembly_000000031817_Contig_1_413_RUBxPipecacuanha",39
"512","Assembly_000000031817_Contig_2_516_RUBxPipecacuanha",38
"513","Assembly_000000031817_Contig_3_990_RUBxPipecacuanha",37
"514","Assembly_000000031817_Contig_5_270_RUBxPipecacuanha",36
"515","Assembly_000000031817_Contig_9_273_RUBxPipecacuanha",19
"516","Assembly_000000032057_Contig_1_398_RUBxPipecacuanha",37
"517","Assembly_000000032057_Contig_2_343_RUBxPipecacuanha",39
"518","Assembly_000000032071_Contig_3_122_CINxHamelia",11
"519","Assembly_000000032091_Contig_1_337_RUBxPmarginata",38
"520","Assembly_000000032093_Contig_3_237_RUBxPipecacuanha",33
"521","Assembly_000000032179_Contig_1_152_RUBxPipecacuanha",36
"522","Assembly_000000032179_Contig_6_127_RUBxPipecacuanha",35
"523","Assembly_000000032233_Contig_2_241_RUBxPipecacuanha",37
"524","Assembly_000000032233_Contig_3_393_RUBxPipecacuanha",37
"525","Assembly_000000032293_Contig_1_344_RUBxPmarginata",33
"526","Assembly_000000032317_Contig_3_464_RUBxPipecacuanha",36
"527","Assembly_000000032333_Contig_2_396_CINxNeolamarckia",36
"528","Assembly_000000032333_Contig_3_382_CINxNeolamarckia",38
"529","Assembly_000000032347_Contig_3_211_RUBxPipecacuanha",35
"530","Assembly_000000032381_Contig_2_202_RUBxPipecacuanha",33
"531","Assembly_000000032381_Contig_5_166_RUBxPipecacuanha",31
"532","Assembly_000000032389_Contig_1_412_CINxNeolamarckia",19
"533","Assembly_000000032423_Contig_4_191_RUBxPipecacuanha",38
"534","Assembly_000000032423_Contig_6_137_RUBxPipecacuanha",1
"535","Assembly_000000032423_Contig_9_127_RUBxPipecacuanha",12
"536","Assembly_000000032465_Contig_1_247_RUBxPipecacuanha",39
"537","Assembly_000000032465_Contig_2_283_RUBxPipecacuanha",34
"538","Assembly_000000032583_Contig_1_235_RUBxPmarginata",22
"539","Assembly_000000032597_Contig_2_357_RUBxPipecacuanha",37
"540","Assembly_000000032615_Contig_1_176_RUBxPipecacuanha",36
"541","Assembly_000000032615_Contig_2_200_RUBxPipecacuanha",34
"542","Assembly_000000032615_Contig_3_222_RUBxPipecacuanha",37
"543","Assembly_000000032615_Contig_4_198_RUBxPipecacuanha",31
"544","Assembly_000000032645_Contig_1_244_RUBxPipecacuanha",39
"545","Assembly_000000032645_Contig_5_153_RUBxPipecacuanha",35
"546","Assembly_000000032667_Contig_6_301_RUBxPipecacuanha",15
"547","Assembly_000000032667_Contig_8_127_RUBxPipecacuanha",30
"548","Assembly_000000032681_Contig_6_267_RUBxPmarginata",33
"549","Assembly_000000032689_Contig_1_177_RUBxPipecacuanha",32
"550","Assembly_000000032689_Contig_5_304_RUBxPipecacuanha",15
"551","Assembly_000000032699_Contig_1_254_RUBxPipecacuanha",37
"552","Assembly_000000032721_Contig_1_731_RUBxPipecacuanha",38
"553","Assembly_000000032721_Contig_3_232_RUBxPipecacuanha",37
"554","Assembly_000000032807_Contig_1_632_RUBxPipecacuanha",37
"555","Assembly_000000032807_Contig_2_202_RUBxPipecacuanha",31
"556","Assembly_000000032807_Contig_6_232_RUBxPipecacuanha",37
"557","Assembly_000000032819_Contig_1_444_RUBxPipecacuanha",37
"558","Assembly_000000032819_Contig_3_251_RUBxPipecacuanha",33
"559","Assembly_000000032819_Contig_4_185_RUBxPipecacuanha",27
"560","Assembly_000000032839_Contig_10_281_RUBxPipecacuanha",36
"561","Assembly_000000032839_Contig_11_270_RUBxPipecacuanha",33
"562","Assembly_000000032839_Contig_2_134_RUBxPipecacuanha",37
"563","Assembly_000000032839_Contig_4_635_RUBxPipecacuanha",39
"564","Assembly_000000032839_Contig_7_176_RUBxPipecacuanha",37
"565","Assembly_000000032839_Contig_8_125_RUBxPipecacuanha",23
"566","Assembly_000000032843_Contig_1_258_RUBxPipecacuanha",36
"567","Assembly_000000032843_Contig_2_286_RUBxPipecacuanha",38
"568","Assembly_000000032843_Contig_3_283_RUBxPipecacuanha",30
"569","Assembly_000000032863_Contig_1_451_RUBxPipecacuanha",35
"570","Assembly_000000032863_Contig_2_428_RUBxPipecacuanha",36
"571","Assembly_000000032863_Contig_5_199_RUBxPipecacuanha",39
"572","Assembly_000000032867_Contig_2_324_RUBxPipecacuanha",36
"573","Assembly_000000032867_Contig_5_189_RUBxPipecacuanha",33
"574","Assembly_000000032867_Contig_6_184_RUBxPipecacuanha",25
"575","Assembly_000000032867_Contig_7_132_RUBxPipecacuanha",6
"576","Assembly_000000032941_Contig_1_321_RUBxPmarginata",32
"577","Assembly_000000032941_Contig_2_260_RUBxPmarginata",26
"578","Assembly_000000032987_Contig_3_411_RUBxPmarginata",37
"579","Assembly_000000033051_Contig_4_233_RUBxPmarginata",39
"580","Assembly_000000033071_Contig_5_216_RUBxPmarginata",36
"581","Assembly_000000033073_Contig_1_239_RUBxPmarginata",37
"582","Assembly_000000033161_Contig_1_764_CINxNeolamarckia",37
"583","Assembly_000000033287_Contig_1_199_RUBxPmarginata",3
"584","Assembly_000000033287_Contig_3_338_RUBxPmarginata",34
"585","Assembly_000000033357_Contig_2_214_RUBxPmarginata",38
"586","Assembly_000000033357_Contig_3_182_RUBxPmarginata",34
"587","Assembly_000000033361_Contig_2_185_CINxCinchona",35
"588","Assembly_000000033361_Contig_3_175_CINxCinchona",0
"589","Assembly_000000033451_Contig_1_563_RUBxPmarginata",37
"590","Assembly_000000033525_Contig_1_863_RUBxPmarginata",39
"591","Assembly_000000033561_Contig_1_547_RUBxPmarginata",36
"592","Assembly_000000033659_Contig_3_246_RUBxPmarginata",36
"593","Assembly_000000033659_Contig_5_231_RUBxPmarginata",38
"594","Assembly_000000033767_Contig_1_224_RUBxPmarginata",36
"595","Assembly_000000033767_Contig_2_489_RUBxPmarginata",39
"596","Assembly_000000033777_Contig_13_129_RUBxPmarginata",37
"597","Assembly_000000033777_Contig_4_293_RUBxPmarginata",38
"598","Assembly_000000033777_Contig_8_664_RUBxPmarginata",39
"599","Assembly_000000033839_Contig_4_315_RUBxPmarginata",37
"600","Assembly_000000033877_Contig_1_456_CINxNeolamarckia",0
"601","Assembly_000000033877_Contig_2_330_CINxNeolamarckia",36
"602","Assembly_000000033877_Contig_3_161_CINxNeolamarckia",32
"603","Assembly_000000033995_Contig_2_181_RUBxPmarginata",33
"604","Assembly_000000033995_Contig_5_201_RUBxPmarginata",14
"605","Assembly_000000033999_Contig_3_220_RUBxPmarginata",36
"606","Assembly_000000033999_Contig_5_246_RUBxPmarginata",21
"607","Assembly_000000034019_Contig_1_323_RUBxPmarginata",33
"608","Assembly_000000034019_Contig_2_268_RUBxPmarginata",36
"609","Assembly_000000034021_Contig_3_191_RUBxPmarginata",36
"610","Assembly_000000034031_Contig_1_156_RUBxPmarginata",28
"611","Assembly_000000034031_Contig_5_198_RUBxPmarginata",21
"612","Assembly_000000034051_Contig_2_282_RUBxPmarginata",37
"613","Assembly_000000034485_Contig_4_305_CINxHamelia",25
"614","Assembly_000000034669_Contig_1_777_CINxHamelia",34
"615","Assembly_000000034669_Contig_2_503_CINxHamelia",38
"616","Assembly_000000034897_Contig_1_175_CINxHamelia",39
"617","Assembly_000000034897_Contig_4_181_CINxHamelia",39
"618","Assembly_000000034913_Contig_1_347_CINxCinchona",38
"619","Assembly_000000034913_Contig_2_385_CINxCinchona",37
"620","Assembly_000000034913_Contig_3_185_CINxCinchona",31
"621","Assembly_000000035311_Contig_1_546_CINxCinchona",36
"622","Assembly_000000036391_Contig_1_190_CINxHamelia",34
"623","Assembly_000000036391_Contig_3_129_CINxHamelia",23
"624","Assembly_000000037717_Contig_3_233_CINxHamelia",4
"625","Assembly_000000037755_Contig_1_347_CINxHamelia",39
"626","Assembly_000000037755_Contig_2_227_CINxHamelia",36
"627","Assembly_000000037845_Contig_1_286_CINxHamelia",2
"628","Assembly_000000037845_Contig_3_300_CINxHamelia",25
"629","Assembly_000000038173_Contig_3_155_CINxNeolamarckia",35
"630","Assembly_000000038325_Contig_1_310_CINxCinchona",36
"631","Assembly_000000038325_Contig_2_259_CINxCinchona",23
"632","Assembly_000000038565_Contig_1_276_CINxHamelia",11
"633","Assembly_000000038565_Contig_3_214_CINxHamelia",32
"634","Assembly_000000038569_Contig_2_266_CINxHamelia",17
"635","Assembly_000000038753_Contig_1_181_CINxHamelia",1
"636","Assembly_000000039881_Contig_1_146_CINxHamelia",0
"637","Assembly_000000039881_Contig_2_151_CINxHamelia",12
"638","Assembly_000000040441_Contig_1_376_CINxHamelia",29
"639","Assembly_000000040525_Contig_3_205_CINxHamelia",31
"640","Assembly_000000040579_Contig_1_1052_CINxCinchona",38
"641","Assembly_000000040579_Contig_2_301_CINxCinchona",0
"642","Assembly_000000040579_Contig_3_193_CINxCinchona",0
"643","Assembly_000000041473_Contig_2_278_CINxNeolamarckia",20
"644","Assembly_000000041473_Contig_4_255_CINxNeolamarckia",30
"645","Assembly_000000041473_Contig_5_175_CINxNeolamarckia",0
"646","Assembly_000000042309_Contig_2_176_CINxHamelia",3
"647","Assembly_000000042493_Contig_1_392_CINxHamelia",37
"648","Assembly_000000042601_Contig_1_530_CINxHamelia",39
"649","Assembly_000000042605_Contig_4_203_CINxHamelia",37
"650","Assembly_000000042605_Contig_5_192_CINxHamelia",0
"651","Assembly_000000043785_Contig_2_246_CINxHamelia",29
"652","Assembly_000000044593_Contig_1_374_CINxNeolamarckia",37
"653","Assembly_000000045199_Contig_4_239_CINxHamelia",0
"654","Assembly_000000045977_Contig_1_167_CINxHamelia",34
"655","Assembly_000000046169_Contig_3_186_CINxHamelia",32
"656","Assembly_000000047715_Contig_1_254_CINxNeolamarckia",32
"657","Assembly_000000047897_Contig_4_286_CINxNeolamarckia",0
"658","Assembly_000000048031_Contig_3_218_CINxHamelia",36
"659","Assembly_000000048031_Contig_5_132_CINxHamelia",34
"660","Assembly_000000048661_Contig_1_301_CINxHamelia",39
"661","Assembly_000000048823_Contig_2_414_CINxHamelia",0
"662","Assembly_000000048823_Contig_3_291_CINxHamelia",0
"663","Assembly_000000048823_Contig_4_233_CINxHamelia",0
"664","Assembly_000000048823_Contig_8_124_CINxHamelia",28
"665","Assembly_000000049283_Contig_2_290_CINxHamelia",0
"666","Assembly_000000049583_Contig_1_429_CINxNeolamarckia",0
"667","Assembly_000000049583_Contig_2_204_CINxNeolamarckia",27
"668","Assembly_000000049835_Contig_1_547_CINxNeolamarckia",21
"669","Assembly_000000049835_Contig_2_214_CINxNeolamarckia",0
"670","Assembly_000000050317_Contig_1_266_CINxNeolamarckia",33
"671","Assembly_000000050317_Contig_3_264_CINxNeolamarckia",20
"672","Assembly_000000050317_Contig_5_284_CINxNeolamarckia",37
"673","Assembly_000000050413_Contig_4_233_CINxCinchona",13
"674","Assembly_000000050597_Contig_2_299_CINxNeolamarckia",33
"675","Assembly_000000050837_Contig_1_852_CINxNeolamarckia",39
"676","Assembly_000000050837_Contig_2_203_CINxNeolamarckia",35
"677","Assembly_000000050891_Contig_1_359_CINxNeolamarckia",28
"678","Assembly_000000050891_Contig_2_252_CINxNeolamarckia",35
"679","Assembly_000000051237_Contig_2_190_CINxCinchona",0
"680","Assembly_000000051347_Contig_1_542_CINxHamelia",38
"681","Assembly_000000051369_Contig_1_394_CINxHamelia",38
"682","Assembly_000000051699_Contig_1_749_CINxNeolamarckia",38
"683","Assembly_000000051827_Contig_2_295_CINxHamelia",24
"684","Assembly_000000051827_Contig_3_191_CINxHamelia",23
"685","Assembly_000000052743_Contig_1_125_CINxHamelia",0
"686","Assembly_000000053241_Contig_1_507_CINxNeolamarckia",0
"687","Assembly_000000053241_Contig_2_365_CINxNeolamarckia",1
"688","Assembly_000000053269_Contig_1_291_CINxHamelia",38
"689","Assembly_000000053269_Contig_5_202_CINxHamelia",0
"690","Assembly_000000053413_Contig_1_348_CINxNeolamarckia",33
"691","Assembly_000000053413_Contig_3_237_CINxNeolamarckia",27
"692","Assembly_000000053517_Contig_1_264_CINxHamelia",34
"693","Assembly_000000053611_Contig_2_282_CINxHamelia",39
"694","Assembly_000000055149_Contig_2_522_CINxNeolamarckia",29
"695","Assembly_000000055157_Contig_1_475_CINxNeolamarckia",4
"696","Assembly_000000055157_Contig_2_260_CINxNeolamarckia",29
"697","Assembly_000000055513_Contig_1_425_CINxNeolamarckia",9
"698","Assembly_000000055513_Contig_3_253_CINxNeolamarckia",3
"699","Assembly_000000055847_Contig_1_463_CINxHamelia",3
"700","Assembly_000000055847_Contig_2_285_CINxHamelia",26
"701","Assembly_000000055885_Contig_2_214_CINxNeolamarckia",35
"702","Assembly_000000055961_Contig_1_487_CINxNeolamarckia",39
"703","Assembly_000000055961_Contig_2_195_CINxNeolamarckia",35
"704","Assembly_000000056215_Contig_1_351_CINxHamelia",33
"705","Assembly_000000056215_Contig_6_122_CINxHamelia",0
"706","Assembly_000000056685_Contig_2_200_CINxHamelia",1
"707","Assembly_000000056697_Contig_4_255_CINxHamelia",36
"708","Assembly_000000057133_Contig_2_294_CINxHamelia",21
"709","Assembly_000000057611_Contig_3_177_CINxHamelia",32
"710","Assembly_000000057611_Contig_5_459_CINxHamelia",5
"711","Assembly_000000057693_Contig_3_200_CINxHamelia",1
"712","Assembly_000000057717_Contig_1_231_CINxHamelia",27
"713","Assembly_000000057717_Contig_3_185_CINxHamelia",0
"714","Assembly_000000058733_Contig_1_442_CINxNeolamarckia",24
"715","Assembly_000000058733_Contig_2_461_CINxNeolamarckia",7
"716","Assembly_000000058791_Contig_1_811_CINxNeolamarckia",17
"717","Assembly_000000058791_Contig_2_422_CINxNeolamarckia",25
"718","Assembly_000000058895_Contig_1_531_CINxNeolamarckia",35
"719","Assembly_000000058895_Contig_2_407_CINxNeolamarckia",38
"720","Assembly_000000058895_Contig_3_156_CINxNeolamarckia",14
"721","Assembly_000000058895_Contig_4_190_CINxNeolamarckia",0
"722","Assembly_000000058895_Contig_5_202_CINxNeolamarckia",20
"723","Assembly_000000059111_Contig_1_730_CINxNeolamarckia",37
"724","Assembly_000000059111_Contig_3_176_CINxNeolamarckia",35
"725","Assembly_000000059815_Contig_1_459_CINxHamelia",20
"726","Assembly_000000060015_Contig_1_423_CINxHamelia",33
"727","Assembly_000000060015_Contig_3_158_CINxHamelia",1
"728","Assembly_000000060015_Contig_4_156_CINxHamelia",35
"729","Assembly_000000060767_Contig_1_440_CINxNeolamarckia",38
"730","Assembly_000000060767_Contig_3_201_CINxNeolamarckia",31
"731","Assembly_000000061085_Contig_3_275_CINxNeolamarckia",13
"732","Assembly_000000061543_Contig_2_285_CINxNeolamarckia",35
"733","Assembly_000000062271_Contig_1_288_CINxNeolamarckia",32
"734","Assembly_000000062271_Contig_2_370_CINxNeolamarckia",38
"735","Assembly_000000062271_Contig_3_155_CINxNeolamarckia",35
"736","Assembly_000000062901_Contig_1_627_CINxNeolamarckia",37
"737","Assembly_000000062901_Contig_2_307_CINxNeolamarckia",28
"738","Assembly_000000062925_Contig_2_151_CINxNeolamarckia",34
"739","Assembly_000000062925_Contig_3_206_CINxNeolamarckia",18
"740","Assembly_000000063341_Contig_1_592_CINxHamelia",27
"741","Assembly_000000063341_Contig_2_200_CINxHamelia",38
"742","Assembly_000000064381_Contig_1_263_CINxNeolamarckia",3
"743","Assembly_000000064381_Contig_2_203_CINxNeolamarckia",35
"744","Assembly_000000064381_Contig_3_272_CINxNeolamarckia",1
"745","Assembly_000000064395_Contig_1_315_CINxHamelia",0
"746","Assembly_000000064395_Contig_7_132_CINxHamelia",38
"747","Assembly_000000064605_Contig_1_927_CINxNeolamarckia",31
"748","Assembly_000000064757_Contig_1_131_CINxHamelia",37
"749","Assembly_000000064757_Contig_11_165_CINxHamelia",23
"750","Assembly_000000064757_Contig_3_437_CINxHamelia",38
"751","Assembly_000000064757_Contig_6_243_CINxHamelia",39
"752","Assembly_000000064757_Contig_7_223_CINxHamelia",35
"753","Assembly_000000064811_Contig_1_419_CINxNeolamarckia",35
"754","Assembly_000000064811_Contig_3_236_CINxNeolamarckia",0
"755","Assembly_000000065221_Contig_1_967_CINxNeolamarckia",37
"756","Assembly_000000065417_Contig_3_196_CINxHamelia",21
"757","Assembly_000000065419_Contig_1_380_CINxNeolamarckia",38
"758","Assembly_000000065419_Contig_2_217_CINxNeolamarckia",29
"759","Assembly_000000065597_Contig_2_313_CINxNeolamarckia",34
"760","Assembly_000000065677_Contig_1_288_CINxNeolamarckia",31
"761","Assembly_000000065677_Contig_4_140_CINxNeolamarckia",15
"762","Assembly_000000066367_Contig_1_583_CINxHamelia",36
"763","Assembly_000000066367_Contig_2_230_CINxHamelia",0
"764","Assembly_000000066415_Contig_2_235_CINxHamelia",37
"765","Assembly_000000066515_Contig_3_342_CINxNeolamarckia",9
"766","Assembly_000000066813_Contig_1_689_CINxNeolamarckia",36
"767","Assembly_000000066879_Contig_1_409_CINxHamelia",38
"768","Assembly_000000066879_Contig_3_128_CINxHamelia",8
"769","Assembly_000000066935_Contig_6_215_CINxNeolamarckia",34
"770","Assembly_000000066945_Contig_3_331_CINxNeolamarckia",37
"771","Assembly_000000067057_Contig_3_215_RUBxPdouarrei",38
"772","Assembly_000000067099_Contig_2_209_CINxHamelia",37
"773","Assembly_000000067429_Contig_3_179_CINxCinchona",31
"774","Assembly_000000067659_Contig_3_281_CINxNeolamarckia",15
"775","Assembly_000000067707_Contig_2_175_CINxNeolamarckia",28
"776","Assembly_000000067707_Contig_3_150_CINxNeolamarckia",29
"777","Assembly_000000067707_Contig_6_169_CINxNeolamarckia",23
"778","Assembly_000000068545_Contig_1_430_CINxNeolamarckia",35
"779","Assembly_000000068545_Contig_4_228_CINxNeolamarckia",39
"780","Assembly_000000068705_Contig_1_703_CINxNeolamarckia",38
"781","Assembly_000000069093_Contig_2_174_CINxHamelia",21
"782","Assembly_000000069093_Contig_4_140_CINxHamelia",11
"783","Assembly_000000069247_Contig_1_583_CINxHamelia",18
"784","Assembly_000000069431_Contig_2_272_CINxNeolamarckia",33
"785","Assembly_000000069431_Contig_3_380_CINxNeolamarckia",0
"786","Assembly_000000069433_Contig_2_150_CINxHamelia",36
"787","Assembly_000000069435_Contig_1_252_CINxHamelia",0
"788","Assembly_000000069435_Contig_3_252_CINxHamelia",2
"789","Assembly_000000069435_Contig_5_141_CINxHamelia",3
"790","Assembly_000000069765_Contig_1_423_CINxNeolamarckia",36
"791","Assembly_000000069955_Contig_2_614_CINxNeolamarckia",20
"792","Assembly_000000070031_Contig_1_575_CINxCinchona",38
"793","Assembly_000000070031_Contig_2_221_CINxCinchona",36
"794","Assembly_000000070031_Contig_3_188_CINxCinchona",37
"795","Assembly_000000070137_Contig_1_302_CINxNeolamarckia",38
"796","Assembly_000000070161_Contig_1_299_CINxHamelia",28
"797","Assembly_000000070161_Contig_2_327_CINxHamelia",1
"798","Assembly_000000070433_Contig_1_301_CINxNeolamarckia",36
"799","Assembly_000000070433_Contig_2_126_CINxNeolamarckia",24
"800","Assembly_000000070669_Contig_2_202_CINxHamelia",34
"801","Assembly_000000070669_Contig_3_261_CINxHamelia",0
"802","Assembly_000000070669_Contig_4_244_CINxHamelia",38
"803","Assembly_000000070725_Contig_1_417_CINxHamelia",28
"804","Assembly_000000071005_Contig_1_402_CINxNeolamarckia",38
"805","Assembly_000000071005_Contig_2_336_CINxNeolamarckia",36
"806","Assembly_000000071005_Contig_4_170_CINxNeolamarckia",0
"807","Assembly_000000071005_Contig_5_133_CINxNeolamarckia",27
"808","Assembly_000000071171_Contig_1_473_CINxHamelia",31
"809","Assembly_000000071171_Contig_2_211_CINxHamelia",39
"810","Assembly_000000071217_Contig_1_474_CINxNeolamarckia",33
"811","Assembly_000000071217_Contig_2_373_CINxNeolamarckia",4
"812","Assembly_000000071401_Contig_1_326_CINxNeolamarckia",36
"813","Assembly_000000071451_Contig_1_419_CINxNeolamarckia",36
"814","Assembly_000000071627_Contig_1_163_CINxHamelia",34
"815","Assembly_000000071627_Contig_2_147_CINxHamelia",27
"816","Assembly_000000071627_Contig_5_194_CINxHamelia",2
"817","Assembly_000000071627_Contig_7_122_CINxHamelia",22
"818","Assembly_000000071709_Contig_1_518_CINxHamelia",38
"819","Assembly_000000071709_Contig_2_307_CINxHamelia",37
"820","Assembly_000000071987_Contig_1_263_CINxNeolamarckia",33
"821","Assembly_000000071987_Contig_2_261_CINxNeolamarckia",21
"822","Assembly_000000071987_Contig_3_203_CINxNeolamarckia",27
"823","Assembly_000000071991_Contig_1_807_CINxNeolamarckia",15
"824","Assembly_000000072053_Contig_1_516_CINxNeolamarckia",33
"825","Assembly_000000072073_Contig_1_395_CINxNeolamarckia",0
"826","Assembly_000000072073_Contig_3_303_CINxNeolamarckia",3
"827","Assembly_000000072155_Contig_3_502_CINxNeolamarckia",37
"828","Assembly_000000072155_Contig_4_351_CINxNeolamarckia",39
"829","Assembly_000000072155_Contig_5_216_CINxNeolamarckia",38
"830","Assembly_000000072189_Contig_1_380_CINxNeolamarckia",17
"831","Assembly_000000072189_Contig_2_371_CINxNeolamarckia",27
